DOI,gemini,openai,common,priority,passfail
10.1007/s11356-022-20110-7,Ambiguous,RE,Ambiguous,4,Failed
10.1371/journal.pone.0088658,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1142/S0217590820430031,RE RF,XC XV,RE RF,3,Unknown
10.1016/j.eneco.2024.107919,XO,XV XN,Disagree,1,Failed
10.5194/acp-16-3099-2016,XV XN,XC XV XN,XN XV,0,NA
10.1111/gcb.14663,XC XV XN,XV XN,XN XV,0,NA
10.1109/EEM60825.2024.10608844,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.energy.2021.120514,XC XV,XN,Disagree,1,Failed
10.1111/gcb.17604,RE RF,XV XN,RE RF,3,Failed
10.3390/en12203809,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3389/fclim.2020.578553,XN,XV XN,XN,0,NA
10.3354/meps13065,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1371/journal.pntd.0002503,XV XN,XV XN,XN XV,0,NA
10.1016/j.ecolmodel.2022.109911,XV XN,XV XN,XN XV,0,NA
10.1007/s00424-023-02827-7,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.ecolmodel.2023.110551,XC XV XN,XC XV XN,XN XC XV,0,NA
10.24887/0028-2448-2017-4-20-25,XO,XC XN,Disagree,1,Unknown
10.1063/5.0026314,XC XV XN,XC XV XN,XN XC XV,0,NA
10.26480/jmerd.05.2019.61.65,XV XN,XC XV XN,XN XV,0,NA
10.3390/en15228765,XN,XN,XN,0,NA
10.1007/s11430-023-1341-4,XV XN,XN,XN,0,NA
10.1007/s11356-022-22488-w,XN,XV XN,XN,0,NA
10.5547/ISSN0195-6574-EJ-Vol31-No2-6,RF RA,XV XN,RA RF,3,Failed
10.3354/dao02135,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jenvman.2022.116423,XN,XN,XN,0,NA
10.1007/s10311-022-01458-1,XV XN XO,XV XN,XN XV,0,NA
10.5670/oceanog.2019.313,XN,Ambiguous,Ambiguous,7,Passed
10.1016/j.erss.2018.11.010,XO,XC XV XN,Disagree,1,Failed
10.3390/nano12010173,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1029/2023EF003562,Ambiguous,RA,Ambiguous,9,Passed
10.5172/rsj.2013.23.1.60,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.resconrec.2020.105217,XN,XN,XN,0,NA
10.1016/j.apenergy.2019.03.044,XC XN,XC XV XN,XN XC,0,NA
10.4324/9781315717258,XC XN,XC XN,XN XC,0,NA
10.1016/j.nexus.2023.100176,XV XN,XN,XN,0,NA
10.1186/s40064-016-3616-0,XO,XC XV XN,Disagree,1,Unknown
10.3390/cli9070112,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.heliyon.2023.e18054,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.enpol.2012.03.072,XN,XC XV XN,XN,0,NA
10.1016/j.ceramint.2022.05.183,XC XV XN,XC XV XN,XN XC XV,0,NA
10.5154/r.rchscfa.2015.10.048,XV XN,XC XV XN,XN XV,0,NA
10.12705/655.5,XC,XC XV XN,XC,0,NA
10.1007/s11270-022-05799-z,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3389/fmicb.2022.838629,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s11111-024-00470-7,RE RF,XN,RE RF,8,Passed
10.1016/j.apenergy.2015.03.106,RE,XN XO,RE,3,Failed
10.1002/wat2.1318,XN,XV XN,XN,0,NA
10.3389/feart.2021.649743,XC XV XN,XC XN,XN XC,0,NA
10.1016/B978-0-444-52272-6.00526-2,XV XN,XV XN XA,XN XV,0,NA
10.2118/179737-PA,XC XN,XC XV XN,XN XC,0,NA
10.3389/fclim.2021.613293,Ambiguous,XN,Ambiguous,7,Passed
10.1676/14-033.1,XV XN,Ambiguous,Ambiguous,7,Passed
10.1002/aenm.201802060,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/en11010241,XN,XN,XN,0,NA
10.1016/j.eneco.2024.107591,XV XN,XC XV XN,XN XV,0,NA
10.1117/12.2528442,XC,XC XV XN,XC,0,NA
10.1111/j.1469-8137.2011.03907.x,XN,XC XV XN,XN,0,NA
10.5547/2160-5890.9.1.mjef,XO,XN,Disagree,1,Unknown
10.1016/j.mad.2011.04.001,XC XN XO,XC XV XN,XN XC,0,NA
10.1029/2012GL052627,XV XN,XC XV XN,XN XV,0,NA
10.3390/rs15102688,XN,XC XV XN,XN,0,NA
10.1016/j.jembe.2023.151894,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/f13010099,XN,XC XN,XN,0,NA
10.1088/1748-9326/ad8edf,XN,XN,XN,0,NA
10.1017/jfm.2018.527,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.esd.2023.04.008,RF RA,XC XV XN,RA RF,3,Failed
10.1016/j.desal.2012.08.008,XC XV XN,XC XN,XN XC,0,NA
10.1002/ece3.3874,XC XV XN,XC XN,XN XC,0,NA
10.3390/biology11091293,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.quascirev.2013.09.018,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/biology10050393,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jenvman.2024.121220,RE,RE,RE,5,Failed
10.1117/12.734458,XO,XC XN,Disagree,1,Failed
10.1023/A:1005441608819,XV XN,XV XN,XN XV,0,NA
10.3390/hydrology5040069,XN,XN,XN,0,NA
10.1111/1365-2656.12370,XC XV XN,XC XN,XN XC,0,NA
10.4102/sajs.v108i3/4.470,XV XN,XV XN,XN XV,0,NA
10.1186/s10152-020-0535-9,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1017/S0959270922000193,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/978-3-319-61669-8_14,XN,XV XN,XN,0,NA
10.7433/s125.2024.11,XC XN,XC XN,XN XC,0,NA
10.1016/j.agrformet.2022.109284,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.jhydrol.2018.06.062,XV XN XO,XN,XN,0,NA
10.1016/j.pt.2014.02.006,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/en13051212,XN,XN,XN,0,NA
10.1038/sj.onc.1204468,XC,XC XV XN,XC,0,NA
10.1007/s10668-024-05239-4,XV XN XO,XN,XN,0,NA
10.1016/j.ensm.2021.09.005,XC XN,XC XV XN,XN XC,0,NA
10.1002/ecm.1544,XV XN,XV XN,XN XV,0,NA
10.1016/j.polar.2021.100761,XN,XN,XN,0,NA
10.1038/s41467-022-28368-8,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1186/s40249-024-01203-6,XC XV XN,XC XN,XN XC,0,NA
10.3389/feart.2023.1265292,XV XN,XC XV XN,XN XV,0,NA
10.1088/1755-1315/298/1/012009,XN XO,XC XN,XN,0,NA
10.1029/2018JG004489,XV XN,XC XV XN,XN XV,0,NA
10.1007/978-3-319-90086-5_5,XV XN,XV XN,XN XV,0,NA
10.1016/j.rser.2017.05.168,RE RF,XN,RE RF,3,Failed
10.1016/j.pce.2017.10.002,XN,XV XN,XN,0,NA
10.1109/CIEM.2017.8120862,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/horticulturae10101066,XN,XV XN,XN,0,NA
10.1016/S0167-8809(00)00242-5,XC XN,XC XV XN,XN XC,0,NA
10.3390/su16135705,XC,XC XV XN,XC,0,NA
10.3390/rs15194673,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.enbuild.2023.113537,XV XN XO,XN,XN,0,NA
10.1029/95JC03052,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1002/jsfa.8465,XV XN,XV XN,XN XV,0,NA
10.1534/g3.113.005595,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.catena.2023.107381,XC XV XN,XC XV XN,XN XC XV,0,NA
10.4081/ijas.2011.e8,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.eneco.2024.107507,Ambiguous,XV XN,Ambiguous,2,Failed
10.46855/energy-proceedings-10572,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/978-0-387-88483-7-32,XV XN,XV XN,XN XV,0,NA
10.1111/1540-6237.00080,XC XN,XC XV XN,XN XC,0,NA
10.1007/s10784-012-9195-9,XO,XV XN,Disagree,1,Failed
10.1021/acsami.1c05430,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.enpol.2010.10.023,XC XV XN,XN,XN,0,NA
10.1016/j.tafmec.2021.102893,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/rs12213605,XV XN,XV XN,XN XV,0,NA
10.1002/adhm.202300746,XC XN,XC XV XN,XN XC,0,NA
10.1080/24694452.2016.1206460,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jdeveco.2018.04.002,XC XN,XC XN,XN XC,0,NA
10.1371/journal.pone.0085344,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.jnoncrysol.2023.122203,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.quascirev.2023.107954,XN XO,XC XV XN,XN,0,NA
10.4276/030802212X13383757345265,XC XV XN,XC XN,XN XC,0,NA
10.4324/9781315624525,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1002/ecs2.4735,XV XN,XC XN,XN,0,NA
10.1016/j.jseaes.2019.104181,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1504/IJGE.2009.03133,XO,XC XN,Disagree,1,Unknown
10.1038/s41598-023-40223-4,XC XV XN,XN,XN,0,NA
10.5194/bg-14-4355-2017,XV XN,XV XN,XN XV,0,NA
10.2355/isijinternational.ISIJINT-2017-125,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1063/5.0202727,XV XN,XC XV XN,XN XV,0,NA
10.1111/gcb.15306,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.agsy.2018.08.005,XV XN,XC XV XN,XN XV,0,NA
10.1515/intag-2015-0076,XC XV XN,XC XN,XN XC,0,NA
10.1093/GBE/EVAA203,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1002/ghg.2033,XN,XC XN,XN,0,NA
10.1109/irsec48032.2019.9078272,XN,XV XN,XN,0,NA
10.1016/j.seta.2013.11.003,RE RF RA,XV XN,RE RA RF,8,Passed
10.1093/oep/gpx001,XC XN,XC XN,XN XC,0,NA
10.1016/j.enpol.2019.111000,XC,XC XV XN,XC,0,NA
10.1139/cjfr-2016-0211,Ambiguous,XC XV XN,Ambiguous,2,Unknown
10.1006/jaer.2001.0738,XN,XC XV XN,XN,0,NA
10.1016/j.egycc.2024.100142,XC,XC XN,XC,0,NA
10.1016/j.eneco.2024.108056,Ambiguous,XC XN,Ambiguous,2,Failed
10.1007/s11027-010-9267-5,XO,XV XN,Disagree,1,Failed
10.17159/1727-3781/2021/V24I0A8007,XV XN XA XO,XN,XN,0,NA
10.4337/9781788976879.00012,XN XA,XC XV XN,XN,0,NA
10.1007/s13762-024-05778-3,XO,XN,Disagree,1,Failed
10.1007/s00704-010-0293-8,XC XV XN,XC XN,XN XC,0,NA
10.1080/17524032.2023.2223775,XN,XV XN,XN,0,NA
10.1111/nph.17885,XN,XC XN,XN,0,NA
10.1039/d0ee02315a,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.agrformet.2021.108472,XV XN,XC XV XN,XN XV,0,NA
10.32479/ijeep.14895,XN XO,XN,XN,0,NA
10.1016/j.gloenvcha.2012.05.007,XO,XC,Disagree,1,Failed
10.1089/env.2016.0025,XO,XV XN,Disagree,6,Passed
10.1016/j.envexpbot.2020.104111,XV XN,XC XV XN,XN XV,0,NA
10.3390/w14020227,XN,Ambiguous,Ambiguous,7,Passed
10.1016/j.palaeo.2012.01.025,XN XO,XC XV XN,XN,0,NA
10.1007/s10712-016-9405-z,RA,XC XV XN,RA,8,Passed
10.1007/s00285-016-1022-4,XC XV XN,XC XV XN,XN XC XV,0,NA
10.2166/wcc.2018.296,XN XO,XC XN,XN,0,NA
10.1038/nature12291,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.jclepro.2024.144474,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.jenvman.2024.122613,XC,XV XN,Disagree,1,Failed
10.11975/j.issn.1002-6819.2018.15.022,XC,XC XV XN,XC,0,NA
10.1016/j.resourpol.2023.104485,RE RF,XN,RE RF,3,Failed
10.1111/gcb.17095,XV XN,XV XN,XN XV,0,NA
10.1016/j.solener.2020.07.026,XC XV XN,XC XN XO,XN XC,0,NA
10.1111/gbi.12074,XC XN,XC XV XN,XN XC,0,NA
10.1111/ddi.12381,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.jocs.2016.09.004,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.simpat.2008.08.001,XC XN,XC XN,XN XC,0,NA
10.1128/AEM.02189-20,XV XN,XC XV XN,XN XV,0,NA
10.1007/s10668-024-05152-w,XV XN,XN,XN,0,NA
10.1111/1467-8489.12056,XN,XV XN,XN,0,NA
10.3389/ffgc.2021.674213,XN XO,XC XN,XN,0,NA
10.1016/j.ijid.2021.06.047,XC XN,XC XV XN,XN XC,0,NA
10.1080/20780389.2012.660379,XC XN XO,XC XV XN,XN XC,0,NA
10.1108/IJCCSM-01-2022-0003,RE RF RA,RE,RE RA RF,10,Passed
10.1016/j.solener.2023.112258,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.foreco.2023.121611,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.fcr.2013.06.005,XV XN,XC XN,XN,0,NA
10.1016/j.jmrt.2024.08.193,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/agriculture12122123,RE,RE,RE,10,Passed
10.1093/jxb/erac039,XC XV XN,XC XN,XN XC,0,NA
10.5194/cp-11-1587-2015,XO,XC XV XN,Disagree,6,Passed
10.1603/0022-0493(2008)101[1540:EOAGPA]2.0.CO;2,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.cej.2022.140173,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s11356-023-26031-3,XN XO,XC XN,XN,0,NA
10.1016/j.watres.2019.05.058,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.ecolecon.2013.03.011,XO,XV XN,Disagree,1,Failed
10.1016/j.gloplacha.2016.08.009,RA,XV XN,RA,8,Passed
10.1016/j.foreco.2011.12.003,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.joule.2017.07.005,RF RA,RA,RA RF,5,Unknown
10.2147/COPD.S260988,XV XN,XC XV XN,XN XV,0,NA
10.1007/s00244-019-00643-8,XC XV XN,XC XN,XN XC,0,NA
10.3389/fmars.2024.1374873,XN,XN,XN,0,NA
10.2118/217168-MS,XC XN,XN,XN,0,NA
10.1007/s12229-021-09259-x,XN XO,XC XV XN,XN,0,NA
10.1007/s00442-012-2557-8,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1088/1755-1315/235/1/012039,XN,XN,XN,0,NA
10.1016/j.foreco.2015.06.030,XC XN,XC XV XN,XN XC,0,NA
10.5278/ijsepm.3142,XV XN,XV XN,XN XV,0,NA
10.1016/j.gloenvcha.2022.102523,XC XV,XV XN,XV,0,NA
10.1002/bse.3174,XC XV XN,XV XN,XN XV,0,NA
10.1371/journal.pone.0276475,XC XN,XC XV XN,XN XC,0,NA
10.2807/1560-7917.ES.2020.25.45.1900414,XC,XC XV XN,XC,0,NA
10.1016/j.ijggc.2009.06.001,XO,XV XN,Disagree,1,Failed
10.1080/10042857.2018.1433810,XO,XN,Disagree,1,Failed
10.1002/ecy.2918,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.scienta.2023.112761,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1017/9781316779507.016,XC,XC XV XN,XC,0,NA
10.1007/s13369-022-06876-5,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/rs11091066,XV XN,XC XV XN,XN XV,0,NA
10.1111/1365-2745.12750,XO,XV XN,Disagree,6,Passed
10.1038/s43247-024-01717-9,XV XN,XV XN,XN XV,0,NA
10.1016/0269-7491(94)90034-5,XC XV XN,Ambiguous,Ambiguous,7,Passed
10.1093/aepp/ppy021,XO,XC XN,Disagree,1,Unknown
10.1007/s10533-023-01097-w,XC XV XN,XV XN,XN XV,0,NA
10.1007/s00792-011-0410-3,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1504/IJGE.2016.080552,XO,XC XV XN,Disagree,1,Failed
10.1016/j.ccst.2022.100059,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s10661-023-11537-7,XV XN,XC XV XN,XN XV,0,NA
10.1017/CBO9780511813207.024,RE,XN XA,RE,3,Failed
10.1016/j.eneco.2022.106343,XN,XN,XN,0,NA
10.1890/13-0034.1,XC XN,XC XV XN,XN XC,0,NA
10.5194/bg-15-6087-2018,XC XN,XC XV XN,XN XC,0,NA
10.1007/s10980-009-9402-4,XV XN,XV XN,XN XV,0,NA
10.1016/j.futures.2020.102582,XO,XC XV XN,Disagree,1,Unknown
10.1002/2016WR018985,XO,XC XV XN,Disagree,1,Failed
10.3389/fpubh.2022.831097,XO,XV XN,Disagree,6,Passed
10.1016/j.jclepro.2023.138090,XC XV XN,XC XN,XN XC,0,NA
10.2113/econgeo.109.8.2243,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s10021-012-9540-4,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3389/fbuil.2020.00104,XV XN,XN,XN,0,NA
10.1016/j.scs.2024.105729,XN,XN,XN,0,NA
10.1007/s10021-018-0240-6,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1890/12-1548.1,XC XN,XC XV XN,XN XC,0,NA
10.1038/s41437-020-0305-0,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/su15010070,XN XA,XV XN,XN,0,NA
10.1016/j.scs.2024.105617,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1038/s41598-023-30238-2,XN,XC XV XN,XN,0,NA
10.1016/j.jhydrol.2020.125476,XC XV XN,XV XN,XN XV,0,NA
10.15551/pesd2021151003,XO,XC XV XN,Disagree,1,Failed
10.1089/bio.2014.0049,XC XN XO,XC XV XN,XN XC,0,NA
10.1007/s00442-018-4197-0,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s10705-012-9514-0,XV XN,XC XV XN,XN XV,0,NA
10.5194/amt-13-575-2020,Ambiguous,XC XV XN,Ambiguous,2,Failed
10.1061/(ASCE)CP.1943-5487.0000406,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.asieco.2024.101712,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.pocean.2011.11.005,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s00227-017-3196-8,XC XV XN,XC XV XN,XN XC XV,0,NA
10.3390/su11164376,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.heliyon.2023.e16308,XN XO,XC XN,XN,0,NA
10.1007/s10965-015-0888-y,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.commatsci.2012.02.025,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1108/IJSE-09-2022-0598,XC XN,XC XN,XN XC,0,NA
10.1016/j.chieco.2019.101313,XV XN,XN,XN,0,NA
10.1080/17535069.2024.2329058,XN,XN,XN,0,NA
10.1029/2023GB007957,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1108/AEAT-11-2020-0264,XN,XC XN,XN,0,NA
10.1111/nph.18190,XC XN,XC XV XN,XN XC,0,NA
10.1016/j.envsci.2019.07.018,XO,XN,Disagree,1,Failed
10.1016/j.ecolind.2023.110706,XN,XN,XN,0,NA
10.1177/0958305X20949471,XN XO,XC XN,XN,0,NA
10.1007/s00382-024-07195-1,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.geoderma.2016.03.020,XN,XV XN,XN,0,NA
10.1080/03014460.2019.1584243,XV XN,XV XN,XN XV,0,NA
10.1016/j.ecolind.2024.112564,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.colsurfa.2014.02.042,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1029/2009GL040975,XC,XC XN,XC,0,NA
10.1007/s12274-022-4281-y,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1002/adfm.201703331,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.foreco.2013.10.023,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.jpowsour.2024.235556,XC XV XN,XC XN,XN XC,0,NA
10.3170/2008-8-18368,XV XN,XC XV XN,XN XV,0,NA
10.1371/journal.pone.0031725,XV XN,XC XV XN,XN XV,0,NA
10.1007/s10113-018-1396-5,RF,XV XN,RF,8,Passed
10.2307/2845908,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1186/s40854-024-00713-4,XC,XN,Disagree,1,Failed
10.1109/IGARSS39084.2020.9324063,XV XN,Ambiguous,Ambiguous,2,Unknown
10.1016/j.envdev.2019.100465,XC XN,XC XV XN,XN XC,0,NA
10.1007/s11356-022-18737-7,XN,XN,XN,0,NA
10.3390/cli12070099,XV XN,XN,XN,0,NA
10.1007/978-981-19-8780-9_100,XO,XC XV XN,Disagree,1,Failed
10.1007/s11356-023-27569-y,RE RF,XV XN,RE RF,3,Failed
10.1016/j.eneco.2024.107488,RE,XC XN,RE,3,Failed
10.1016/j.scitotenv.2024.175259,RE RF,XV XN,RE RF,3,Failed
10.1007/s11069-021-04620-0,XN,XN,XN,0,NA
10.1139/b2012-091,XC XN,XC XV XN,XN XC,0,NA
10.15366/relacionesinternacionales2021.47.011,XV XN XO,XV XN,XN XV,0,NA
10.1021/es401326a,XV XN,XC XV XN,XN XV,0,NA
10.1007/978-3-319-57070-9_8,XC XV XN,XC XN,XN XC,0,NA
10.1038/s41467-023-42966-0,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1360/N972017-00880,XC,XC XN,XC,0,NA
10.3390/batteries10060206,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1029/2020JD033948,XV XN,XC XV XN,XN XV,0,NA
10.1161/CIRCULATIONAHA.122.060746,XV XN,XN,XN,0,NA
10.1175/WCAS-D-22-0064.1,XN,XC XV XN,XN,0,NA
10.3389/fsufs.2022.1072805,XV XN,XV XN,XN XV,0,NA
10.1006/icar.2000.6418,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s10113-020-01581-1,XV XN,XC XN,XN,0,NA
10.1002/eet.1638,XN,XN,XN,0,NA
10.3167/nc.2024.190201,XO,XN,Disagree,1,Failed
10.3390/su142114072,XV XN,XV XN,XN XV,0,NA
10.1016/j.eap.2023.06.042,XN,XC XN,XN,0,NA
10.1016/j.enpol.2017.03.023,XO,XC XN,Disagree,1,Failed
10.1016/j.agrformet.2021.108766,XV XN,XC XV XN,XN XV,0,NA
10.1371/journal.pone.0011061,XC XV XN,XC XN,XN XC,0,NA
10.1111/nph.16485,XN,XC XV XN,XN,0,NA
10.1007/s11869-023-01350-z,Ambiguous,XV XN,Ambiguous,2,Unknown
10.1016/j.chemgeo.2013.07.008,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.foreco.2013.09.038,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.scitotenv.2020.144069,XN,XC XV XN,XN,0,NA
10.1007/978-3-030-56344-8_3,XO,XN,Disagree,1,Unknown
10.1002/geo2.73,Ambiguous,XN,Ambiguous,2,Unknown
10.1177/014459879601400204,XC,XC XN,XC,0,NA
10.1002/adma.202305336,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1038/s41586-019-1081-y,XV XN,XV XN,XN XV,0,NA
10.1017/jog.2021.78,XC,XC XV XN,XC,0,NA
10.1016/j.apenergy.2015.08.011,XV XN,XC XV XN,XN XV,0,NA
10.1111/nrm.12412,XO,RF,RF,3,Failed
10.1201/9781003205548-14,Ambiguous,XV XN XA,Ambiguous,2,Failed
10.1109/TDEI.2020.008857,XC XN,XC XN,XN XC,0,NA
10.1007/978-0-387-88483-7_32,XV XN,XV XN,XN XV,0,NA
10.1016/j.eap.2022.09.001,RE,XV XN,RE,3,Failed
10.1080/00207233.2012.693281,XO,XC XN,Disagree,1,Unknown
10.1016/j.worlddev.2019.104704,XN,XN,XN,0,NA
10.1016/S0301-4797(03)00106-3,RE RF RA,XV XN,RE RA RF,3,Failed
10.1016/j.actatropica.2014.10.005,XN,XC XV XN,XN,0,NA
10.1002/agj2.21047,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.scitotenv.2024.176021,XC XN,XV XN,XN,0,NA
10.1371/journal.pone.0238636,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1111/jfb.15434,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.jum.2018.04.005,XN XO,XC XV XN,XN,0,NA
10.1002/ecs2.4780,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1177/2329496516670185,XO,XC XN,Disagree,1,Failed
10.3390/w10091229,XN,XN,XN,0,NA
10.1016/j.egycc.2022.100085,XO,XV XN,Disagree,1,Failed
10.5849/forsci.11-058,XV XN,XC XV XN,XN XV,0,NA
10.1016/j.renene.2011.04.025,RE RF,XN,RE RF,3,Failed
10.1257/pol.20180135,XO,XN,Disagree,1,Failed
10.3390/RS12182887,XO,XC XV XN,Disagree,1,Failed
10.1016/0196-8904(92)90044-W,XC XV XN,XC XN,XN XC,0,NA
10.1016/j.foodpol.2024.102628,XC XN,XC XN,XN XC,0,NA
10.5846/stxb201304240794,XN,XV XN,XN,0,NA
10.1016/j.lithos.2022.106826,XC,XC XV XN,XC,0,NA
10.1016/j.ijhydene.2022.12.185,XC XV XN,XC XN,XN XC,0,NA
10.1007/978-90-481-9582-4_8,XN,XC XN XA,XN,0,NA
10.1016/j.scitotenv.2018.08.365,XC XV XN,XC XN,XN XC,0,NA
10.18474/0749-8004-42.4.533,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.scitotenv.2021.152576,XC XV XN,XC XV XN,XN XC XV,0,NA
10.4324/9781315161587,XO,XC XV XN XA,Disagree,1,Unknown
10.1007/s11356-015-5660-7,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.cej.2022.136223,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1111/gcb.14637,XV XN,XC XV XN,XN XV,0,NA
10.3390/en13184934,RF RA,XN,RA RF,3,Failed
10.1016/j.apenergy.2020.116223,XC XV XN,XC XN,XN XC,0,NA
10.1007/978-3-030-96293-7_54,XC XN,XC XN,XN XC,0,NA
10.3389/fpls.2021.595030,XC XV XN,XC XN,XN XC,0,NA
10.11975/j.issn.1002-6819.202312189,XV XN,XN,XN,0,NA
10.1117/1.JRS.12.022205,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s13132-009-0002-y,XO,XC XV XN,Disagree,1,Unknown
10.1007/s11295-020-01451-1,XV XN,XV XN,XN XV,0,NA
10.1016/j.wasman.2018.02.018,XC XV XN,XN,XN,0,NA
10.1038/s41598-020-77253-1,XN XO,XC XV XN,XN,0,NA
10.2110/palo.2008.p08-116r,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1016/j.ijplas.2018.09.011,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1139/cjfas-2015-0346,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s10845-024-02358-7,XC XV XN,XC XN,XN XC,0,NA
10.1007/s10584-008-9503-0,XV XN,XN,XN,0,NA
10.1016/j.est.2024.111322,XC XV XN,XC XV XN,XN XC XV,0,NA
10.1007/s00477-023-02622-x,XN,XC XV XN,XN,0,NA
10.1016/j.mtnano.2021.100113,XC XV XN,XC XV XN,XN XC XV,0,NA
10.7780/kjrs.2020.36.5.3.7,XV XN,XC XV XN,XN XV,0,NA
10.3390/ijgi11070388,XC XV XN,XC XN,XN XC,0,NA
