DOI,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,ExtractCount,Impacted Sector,Solution,Quantification,Expression,Type of Value,Sample
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,53.94,13.15,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, North-western, CanESM2, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,103.47,25.22,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, North-western, CanESM2, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,37.24,9.08,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Northern part of north, BNU-ESM, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,73.28,17.86,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Northern part of north, BNU-ESM, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,56.75,13.83,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Northern part of north, CanESM2, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,106.28,25.9,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, Northern part of north, CanESM2, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,1.29,-0.31,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-eastern, BNU-ESM, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,34.76,8.47,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-eastern, BNU-ESM, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,18.23,4.44,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-eastern, CanESM2, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,67.76,16.51,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, South-eastern, CanESM2, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,9.64,-2.35,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, North-eastern, BNU-ESM, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,26.4,6.43,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, North-eastern, BNU-ESM, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,9.86,2.4,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, North-eastern, CanESM2, 2021-2060",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1108/IJCCSM-04-2018-0030,,Bangladesh,RCP8.5,,,US$/Ha,59.4,14.48,,,,,Page 14,"Forecasted net crop incomes (US$/Ha) across different climatic zones, North-eastern, CanESM2, 2061-2100",1.0,Agriculture,Adaptation,Ricardian regression,MonetaryBenefits,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,Historical,,,%,0.24,,,,,,,Page 2,2.0,All,Any,Avoided Impact,MonetaryBenefits,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,Historical,,,%,5.3,,,,,,,Page 2,2.0,All,Any,Avoided Impact,MonetaryBenefits,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.76,0.269,,,,,,,2.0,Agriculture,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.51,0.114,,,,,,,2.0,Construction,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.36,0.079,,,,,,,2.0,Manufacturing,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.35,0.209,,,,,,,2.0,Admin Support,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.17,0.207,,,,,,,2.0,Wholesale,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.1,0.234,,,,,,,2.0,Retail,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.42,0.045,,,,,,,2.0,All,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.11,0.429,,,,,,,2.0,Agriculture,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.16,0.248,,,,,,,2.0,Admin Support,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.28,0.158,,,,,,,2.0,Wholesale,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.11,0.149,,,,,,,2.0,Retail,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.13,0.039,,,,,,,2.0,All,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,Historical,,,AU$ million / yr,40.3,,,,,,,Page 13,2.0,Agriculture,Any,AvoidedImpact,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,Historical,,,AU$ million / yr,54.8,,,,,,,Page 13,2.0,Agriculture,Any,AvoidedImpact,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,Historical,,,AU$ million / yr,37.4,,,,,,,Page 13,2.0,Agriculture,Any,AvoidedImpact,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,million AUD / yr,26.3,,,,,,,Page 14,2.0,All,Any,Economic Costs,BaselineImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,million AUD / yr,35.6,,,,,,,Page 14,2.0,All,Any,Economic Costs,BaselineImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,million AUD / yr,15.6,,,,,,,Page 14,2.0,"Const, Manuf, Agri",Any,Economic Costs,BaselineImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,million AUD / yr,21.2,,,,,,,Page 14,2.0,"Const, Manuf, Agri",Any,Economic Costs,BaselineImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.63,0.348,,,,,,,2.0,Food Services,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.55,0.245,,,,,,,2.0,Health Care,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.1016/j.jhealeco.2023.102800,,Australia,,,,% change/°C,0.53,0.227,,,,,,,2.0,Warehousing,Any,Semi-elasticity,AvoidedImpact,Economic,Need
10.3390/jmse12071077,,Chile,RCP8.5,,,million USD / year,5.0,,,,,,Page 20,Economic losses due to beach width reduction,2.0,Tourism,Any,Economic Losses,BaselineImpact,Economic,Need
10.3390/jmse12071077,,Chile,RCP8.5,,,million USD / year,10.0,,,,,,Page 20,Economic losses due to beach width reduction,2.0,Tourism,Any,Economic Losses,BaselineImpact,Economic,Need
10.3390/su10103757,,China,Historical,,,million US dollars / yr,820.0,,,,,,Page 2,"Cumulative economic loss in China’s corn and soybeans sectors during 2001–2009, in 2009 US dollars, due to climate change impacts on crop yields.",1.0,Agriculture,Crop mix,MonetaryBenefits,AvoidedImpact [million USD / yr],Economic,
10.3390/su10103757,,China,,,,unit change in land use share,0.028,0.173,,,,,Table 2,Coefficient for meanGrs (mean growing season length) on OilSeeds land use share,1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,0.352,0.146,,,,,Table 2,"Coefficient for meanGrs (mean growing season length) on Cotton land use share, significant at p<0.05",1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,0.166,0.178,,,,,Table 2,Coefficient for meanGrs (mean growing season length) on Vegetables land use share,1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,0.404,0.181,,,,,Table 2,"Coefficient for meanGrs (mean growing season length) on Orchards land use share, significant at p<0.05",1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,0.078,0.206,,,,,Table 2,Coefficient for meanGrs (mean growing season length) on Specialties land use share,1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,0.299,0.057,,,,,Table 2,"Coefficient for meanPrep (mean precipitation) on Rice land use share, significant at p<0.01",1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,-0.04,0.066,,,,,Table 2,Coefficient for meanPrep (mean precipitation) on Maize land use share,1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,-0.228,0.065,,,,,Table 2,"Coefficient for meanPrep (mean precipitation) on Wheat land use share, significant at p<0.01",1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,0.064,0.058,,,,,Table 2,Coefficient for meanPrep (mean precipitation) on Soybeans land use share,1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,0.07,0.063,,,,,Table 2,Coefficient for meanPrep (mean precipitation) on Tubers land use share,1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,0.111,0.057,,,,,Table 2,"Coefficient for meanPrep (mean precipitation) on OilSeeds land use share, significant at p<0.1",1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,-0.224,0.063,,,,,Table 2,"Coefficient for meanPrep (mean precipitation) on Cotton land use share, significant at p<0.01",1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,0.105,0.06,,,,,Table 2,"Coefficient for meanPrep (mean precipitation) on Vegetables land use share, significant at p<0.1",1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,0.011,0.065,,,,,Table 2,Coefficient for meanPrep (mean precipitation) on Orchards land use share,1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.3390/su10103757,,China,,,,unit change in land use share,0.203,0.073,,,,,Table 2,"Coefficient for meanPrep (mean precipitation) on Specialties land use share, significant at p<0.01",1.0,Agriculture,Crop Mix Adjustment,Regression Coefficient,,Economic,Need
10.1038/s41467-021-22838-1,,USA,ASLR estimates,,,billion USD,8.1,,5%,4.7,95%,14.0,Page 1,Attributable damages from Hurricane Sandy due to climate-mediated anthropogenic sea level rise.,1.0,Real Estate,Any,Avoided Damage,AvoidedImpact,Monetary,Need
10.1038/s41467-021-22838-1,,USA,ASLR,,,billion USD,1.5,,,,,,Highlights,Estimated economic damage in NYC alone due to anthropogenic sea level rise from Hurricane Sandy.,1.0,Real Estate,Sea Level Rise Mitigation,Damage Modeling,AvoidedImpact,Economic,Need
10.1038/s41467-021-22838-1,,USA,ASLR,,,USD,2000000000.0,,,,,,p.2,Lower bound; climate-mediated ASLR drove multi-billions of dollars of damage from Hurricane Sandy.,1.0,Real Estate,Sea Level Rise Mitigation,Damage Modeling,AvoidedImpact,Economic,Need
10.1038/s41467-021-22838-1,,USA,ASLR estimates,,,billion USD,8.1,,7.5%,4.7,23%,14.0,Page 4,Sandy damages in the tri-state area attributable to climate-mediated anthropogenic sea level rise (ASLR),1.0,Real Estate,Any,Avoided Damage,AvoidedImpact,Economic,Need
10.1038/s41467-021-22838-1,,USA,ASLR estimates,,,billion USD,1.5,,,0.9,,2.5,Page 4,Damages in New York City attributable to total ensemble ASLR.,1.0,Real Estate,Any,Avoided Damage,AvoidedImpact,Economic,Need
10.1038/s41467-021-22838-1,,USA,Total ensemble ASLR,,,million USD,8.1,,5%,4.7,95%,14.0,Table 2,Attributable damage to ASLR in the Tri-State area,1.0,Real Estate,Any,Avoided Impact,AvoidedImpact [million USD],Economic,Need
10.1038/s41467-021-22838-1,,USA,Total ensemble ASLR,,,million USD,4.2,,5%,2.4,95%,6.7,Table 2,Attributable damage to ASLR in New York,1.0,Real Estate,Any,Avoided Impact,AvoidedImpact [million USD],Economic,Need
10.1038/s41467-021-22838-1,,USA,Total ensemble ASLR,,,million USD,3.7,,5%,2.2,95%,7.0,Table 2,Attributable damage to ASLR in New Jersey,1.0,Real Estate,Any,Avoided Impact,AvoidedImpact [million USD],Economic,Need
10.1038/s41467-021-22838-1,,USA,Total ensemble ASLR,,,million USD,0.18,,5%,0.1,95%,0.3,Table 2,Attributable damage to ASLR in Connecticut,1.0,Real Estate,Any,Avoided Impact,AvoidedImpact [million USD],Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD billions,2900.0,,5%,510.0,95%,12000.0,Table 1,Total in FrEDI,3.0,All,Any,Annual damages,AvoidedImpact,Economic,Need
10.5194/esd-14-1015-2023,,United States,Multiple,,,USD Trillion,2.9,,2.5%,0.51,97.5%,12.0,1,"Mean estimate. 95% confidence interval [0.51, 12] Trillion USD",3.0,All,Any,National Damages,No CC,Economic,Need
10.5194/esd-14-1015-2023,,US,This study mean,,,billion 2020 USD,2900.0,,2.5%,510.0,97.5%,12000.0,Table 3,"Estimated US damages in 2090, using mean (95% CI)",3.0,All,Any,Annual Damages,BaselineImpact,Economic,Need
10.5194/esd-14-1015-2023,,United States,RFF-SP,,,USD Trillion,-2.9,,5%,0.51,95%,12.0,Page 7,This value represents the mean damages in 2090 from climate-driven impacts across various sectors using RFF-SP scenarios.,3.0,All,Any,US GDP Damages,No CC,Economic,Need
10.5194/esd-14-1015-2023,,United States,SSP5-8.5,,,USD (Trillions),3.1,,95%,0.5,95%,12.3,Page 10,"Damages reflected in the RFF-SP scenarios, within 95% confidence interval.",3.0,All,Any,Annual Climate-Driven Damages,Mean US annual damages,Economic,Need
10.5194/esd-14-1015-2023,,United States,Multiple,,,USD,9300.0,,2.5%,1800.0,97.5%,37000.0,1,Southeast regions,3.0,Southeast,Any,Damages per capita,No CC,Economic,Need
10.5194/esd-14-1015-2023,,United States,Multiple,,,USD,6300.0,,2.5%,840.0,97.5%,27000.0,1,Southwest regions,3.0,Southwest,Any,Damages per capita,No CC,Economic,Need
10.5194/esd-14-1015-2023,,United States,RFF-SP,,,millions of hours,430.0,,2.5%,170.0,97.5%,830.0,1022,Work hours lost due to climate change impacts,3.0,United States,,Work hours,No CC,Economic,Need
10.5194/esd-14-1015-2023,,US,SSP1-1.9,,,billion 2020 USD,700.0,,,,,,Table 3,Estimated US damages in 2090,3.0,All,Any,Annual Damages,BaselineImpact,Economic,Need
10.5194/esd-14-1015-2023,,US,SSP2-4.5,,,billion 2020 USD,1700.0,,,,,,Table 3,Estimated US damages in 2090,3.0,All,Any,Annual Damages,BaselineImpact,Economic,Need
10.5194/esd-14-1015-2023,,US,SSP3-7.0,,,billion 2020 USD,1600.0,,,,,,Table 3,Estimated US damages in 2090,3.0,All,Any,Annual Damages,BaselineImpact,Economic,Need
10.5194/esd-14-1015-2023,,US,SSP5-8.5,,,billion 2020 USD,7000.0,,,,,,Table 3,Estimated US damages in 2090,3.0,All,Any,Annual Damages,BaselineImpact,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD billions,6.1,,5%,0.42,95%,19.0,Table 1,,3.0,Agriculture,Any,Annual damages,AvoidedImpact,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD billions,51.0,,5%,6.7,95%,220.0,Table 1,,3.0,Labor,Any,Annual damages,AvoidedImpact,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD Billion,7.6,,,,,,Page 8,Damages under reactive adaptation (reasonably anticipated response) is USD9.4 Billion. Damages range from USD17 Billion under no adaptation.,3.0,Coastal Property,Reactive Adaptation,Damages,AvoidedImpact,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD billion per year,9.4,,2.5%,5.9,97.5%,21.0,Table A1,Damages to coastal property value in 2090 due to climate change; reactive adaptation.,3.0,Coastal Property,Reactive Adaptation,Damages,AvoidedImpact,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD Billion,9.5,,,,,,Page 8,Damages under proactive adaptation (optimal response) is USD7.5 Billion. Damages range from USD17 Billion under no adaptation.,3.0,Coastal Property,Proactive Adaptation,Damages,AvoidedImpact,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD billion per year,2.0,,2.5%,0.83,97.5%,3.7,Table A1,"Revenue lost from suppliers of alpine, cross-country skiing, and snowmobiling in 2090 due to climate change; with adaptation.",3.0,Winter Recreation,Adaptation,Revenue Lost,AvoidedImpact,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD billion per year,11.0,,2.5%,6.9,97.5%,14.0,Table A1,Damages to transmission and distribution infrastructure in 2090 due to climate change; reactive adaptation.,3.0,Electricity,Reactive Adaptation,Damages,AvoidedImpact,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD billion per year,19.0,,2.5%,7.7,97.5%,45.0,Table A1,Infrastructure costs associated with temperature-induced track buckling in 2090; reactive adaptation.,3.0,Rail Infrastructure,Reactive Adaptation,Infrastructure Costs,AdaptationCost,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD billion per year,17.0,,2.5%,6.6,97.5%,35.0,Table A1,"Cost of road repair, user costs (vehicle damage), and road delays due to changes in road surface quality in 2090; reactive adaptation.",3.0,Road Infrastructure,Reactive Adaptation,Cost of Road Repair,AdaptationCost,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD billion per year,140.0,,2.5%,110.0,97.5%,200.0,Table A1,Costs of traffic delays from flooding and related infrastructure improvements due to high-tide flooding in 2090; reasonably anticipated adaptation.,3.0,Transportation Impacts,Anticipated Adapt,Costs,AdaptationCost,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,USD billion per year,4.2,,2.5%,3.2,97.5%,5.0,Table A1,Costs of proactive urban drainage infrastructure adaptation in 2090; proactive adaptation.,3.0,Urban Drainage,Proactive Adaptation,Costs,AdaptationCost,Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,Dollars per tonne of CO2,15.0,,2.5%,,97.5%,,Fig A5,Mean using 3.0% Ramsey,3.0,All,CO2 Reduction,Net Present Value,DiscountedSum(AvoidedImpact),Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,Dollars per tonne of CO2,21.0,,2.5%,,97.5%,,Fig A5,Mean using 2.5% Ramsey,3.0,All,CO2 Reduction,Net Present Value,DiscountedSum(AvoidedImpact),Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,Dollars per tonne of CO2,32.0,,2.5%,,97.5%,,Fig A5,Mean using 2.0% Ramsey,3.0,All,CO2 Reduction,Net Present Value,DiscountedSum(AvoidedImpact),Economic,Need
10.5194/esd-14-1015-2023,,US,RFF-SPs,,,Dollars per tonne of CO2,51.0,,2.5%,,97.5%,,Fig A5,Mean using 1.5% Ramsey,3.0,All,CO2 Reduction,Net Present Value,DiscountedSum(AvoidedImpact),Economic,Need
10.3390/en14185827,,Zimbabwe,Clean adaptation,,,billion USD,-125.0,,,,,,Page 14,Figures 5c indicates that capital and operational costs for clean adaptation are slightly lower than coal adaptation.,2.0,Electricity,Clean Adaptation,CapExCost,[billion USD],Economic,Need
10.3390/en14185827,,Zimbabwe,Coal Adaptation,,,billion USD,-125.0,,,,,,Page 14,Similar cost levels for coal and clean adaptation are suggested by the bar chart with each adaptation showing substantial negative values.,2.0,Electricity,Coal Adaptation,CapExCost,[billion USD],Economic,Need
10.3390/en14185827,,Zimbabwe,Inaction,,,Relative,2.0,,,,,,Page 12,Inaction damage more than double the cost of action (relative to action).,2.0,Electricity,Inaction,Economic Damage,AvoidedImpact,Economic,Need
10.3390/en14185827,,Zimbabwe,Coal Reinforcement,,,Relative,0.5,,,,,,Page 12,Avoided economic damage with coal reinforcement (less than half the inaction cost).,2.0,Electricity,Coal Reinforcement,Economic Damage,AvoidedImpact,Economic,Need
