DOI,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,ExtractCount
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2007.0,Increased spring temperature,%,9.8,,,,,,,265,3.0
10.1016/j.jeem.2017.07.009,Value added per worker,China,,2019.0,No CC,%,-8.0,,,,,,,266,3.0
10.1016/j.jeem.2017.07.009,Industrial Output,China,,2019.0,No CC,%,-11.1,,,,,,,266,3.0
10.1007/s10584-012-0500-y,GDP,Colombia,SRES-A2,2050.0,No CC,%,-14.0,,,,,,,,2.0
10.1007/s10584-012-0500-y,Temperature,Colombia,SRES-A2,2050.0,Current,°C,2.5,,,,,,,,2.0
10.1007/s10584-012-0500-y,Temperature,Colombia,SRES-A2,2050.0,Current,°C,2.7,,,,,,,,2.0
10.1007/s10584-012-0500-y,Temperature,Colombia,SRES-A2,2050.0,Current,°C,2.0,,,,,,,,2.0
10.1007/s10584-012-0500-y,Precipitation,Colombia,SRES-A2,2050.0,Current,%,2.5,,,,,,,,2.0
10.1007/s10584-012-0500-y,Precipitation,Colombia,SRES-A2,2050.0,Current,%,-1.4,,,,,,,,2.0
10.1007/s10584-012-0500-y,Precipitation,Colombia,SRES-A2,2050.0,Current,%,5.6,,,,,,,,2.0
10.1007/s10584-012-0500-y,Crop yield,Colombia,SRES-A2,2050.0,No CC,Deg C threshold,-1.0,,,,,,,,2.0
10.5194/hess-20-4143-2016,Desalination Costs,Global,SSP1,2011.0,2005,USD10^9,4.0,,,,,1.1,10.6,Multiple sources,3.0
10.5194/hess-20-4143-2016,Desalination Costs,Global,SSP3,2011.0,2005,USD10^9,7.5,,,,,,183.9,Multiple sources,3.0
10.5194/hess-20-4143-2016,Desalination Costs,Global,SSP1,2041.0,2005,USD10^9,18.7,,,,,1.1,10.6,Multiple sources,3.0
10.5194/hess-20-4143-2016,Desalination Costs,Global,SSP3,2041.0,2005,USD10^9,48.6,,,,,7.5,183.9,Multiple sources,3.0
10.5194/hess-20-4143-2016,GDP Percentage,Global,SSP1,2011.0,2005,%,0.002,,,,,0.002,0.019,Multiple sources,3.0
10.5194/hess-20-4143-2016,GDP Percentage,Global,SSP3,2011.0,2005,%,0.002,,,,,0.002,0.1,Multiple sources,3.0
10.5194/hess-20-4143-2016,GDP Percentage,Global,SSP1,2041.0,2005,%,0.002,,,,,0.002,0.019,Multiple sources,3.0
10.5194/hess-20-4143-2016,GDP Percentage,Global,SSP3,2041.0,2005,%,0.002,,,,,0.002,0.1,Multiple sources,3.0
10.5194/hess-20-4143-2016,Production Cost,Global,Historical,2005.0,No CC,% of total global GDP,0.002,,,,,,0.019,Table 4,3.0
10.5194/hess-20-4143-2016,Production Cost,MENA,SSP3,2055.0,No CC,% of total global GDP,0.121,,,,,,1.147,Table 4,3.0
10.1016/j.lana.2024.100746,Economic Losses,Latin America,Weather-related extreme events,2022.0,No CC,US$ billion,15.6,,,,,,,"Economic losses due to weather-related extreme events, mainly driven by floods and landslides in Brazil, representing 0.28% of Latin America's GDP.",3.0
10.1016/j.lana.2024.100746,Mortality Cost,Latin America,,2022.0,Average income,People,451000.0,,,,,,,"Losses equivalent to average income of 451,000 people annually among individuals aged 65 and older due to heat-related mortality.",3.0
10.1016/j.lana.2024.100746,Income Loss,Latin America,,2022.0,Regional GDP,%,1.34,,,,,,,Potential income loss due to heat-related labour capacity reduction; disproportionately affecting the agriculture and construction sectors.,3.0
10.1016/j.lana.2024.100746,Mortality Cost,Latin America,,2020.0,Regional GDP,%,0.61,,,,,,,"Equivalent to a significant portion of regional GDP, from air pollution (premature mortality).",3.0
10.1016/j.lana.2024.100746,Fossil Fuel Subsidy,Latin America,,2020.0,," ""US$ billion""",23.0,,,,,,,Net-negative carbon prices due to fossil fuel subsidies (net total subsidy).,3.0
10.1016/j.lana.2024.100746,Subsidy/Health Exp,Venezuela,,2020.0,Health Expenditure,%,123.0,,,,,,,Highest net subsidies relative to current health expenditure.,3.0
10.1016/j.lana.2024.100746,Subsidy/Health Exp,Argentina,,2020.0,Health Expenditure,%,10.5,,,,,,,,3.0
10.1016/j.lana.2024.100746,Subsidy/Health Exp,Bolivia,,2020.0,Health Expenditure,%,10.3,,,,,,,,3.0
10.1016/j.lana.2024.100746,Subsidy/Health Exp,Ecuador,,2020.0,Health Expenditure,%,8.3,,,,,,,,3.0
10.1016/j.lana.2024.100746,Subsidy/Health Exp,Chile,,2020.0,Health Expenditure,%,5.6,,,,,,,,3.0
10.1016/j.lana.2024.100746,Food Insecurity,Latin America,,2021.0,1981-2010 average,million people,9.9,,,,,,,Additional people experiencing moderate or severe food insecurity linked to the higher frequency of heatwaves and droughts.,3.0
10.1016/j.lana.2024.100746,Food Insecurity,Latin America,,2021.0,1981-2010 Average,%,4.29,,,,,,,"Higher, moderate, or severe food insecurity associated with a higher number of heatwave days.",3.0
10.1016/j.lana.2024.100746,Food Insecurity,Latin America,,2021.0,1981-2010 Average,%,1.93,,,,,,,Food insecurity being higher due to increasing frequency of droughts.,3.0
10.1016/j.lana.2024.100746,Hydropower Capacity Factor,Latin America,RCP 2.6,2040.0,1970-2000,%,-8.0,,,,,,,Mean hydropower capacity factor (averaged over 2020-2059),3.0
10.1016/j.lana.2024.100746,Hydropower Capacity Factor,Latin America,RCP 8.5,2040.0,1970-2000,%,-9.6,,,,,,,Mean hydropower capacity factor (averaged over 2020-2059),3.0
10.1016/j.lana.2024.100746,Health Cost,Chile,Unspecified,2050.0,No CC,USD million,564.0,,,,,,,Average annual health cost of mortality and morbidity due to temperature changes; approximately 10% of the Health Ministry's budget for the year 2020.,3.0
10.1016/j.lana.2024.100746,Heatwave Exposure,Latin America,,2022.0,1986-2005,%,248.0,,,,,,,Infants (children younger than 1 year),3.0
10.1016/j.lana.2024.100746,Heatwave Exposure,Latin America,,2022.0,1986-2005,%,271.0,,,,,,,People older than 65 years,3.0
10.1016/j.lana.2024.100746,Economic losses,Brazil,,2022.0,2021,USD billions,-6.0,,,,,,,Losses mainly due to floods and landslides.,3.0
10.1016/j.lana.2024.100746,Heat-related mortality,Latin America,,2022.0,2000–2009,%,-140.0,,,,,,,"Increase in heat-related mortality among people above 65 years old translates to significant economic losses (equivalent to the average income of 451,000 people). Sign should be flipped, since a 140% increase in mortality is a loss.",3.0
10.1016/j.lana.2024.100746,Climate Fund Decrease,Latin America,,2022.0,2021,%,-16.0,,,,,,,Approximately US$486 million allocated,3.0
10.1016/j.lana.2024.100746,Clean energy investment,Latin America,,2022.0,,,6.8,,,,,,,,3.0
10.1016/j.lana.2024.100746,Fossil fuel subsidies,Latin America,,2020.0,,USD billions,-23.0,,,,,,,Net negative carbon price reflecting overall fossil fuel net subsidy.,3.0
10.1016/j.lana.2024.100746,News Articles,Latin America,Lancet Countdown,2022.0,2010,articles,1260.0,,,,,,,Highest level in 2022,3.0
10.3390/ijerph8124386,GDP,Tanzania,1 degree increase,2030,No CC,%,-0.32,,,,,,2,Attributable to climate change induced cholera,3.0
10.3390/ijerph8124386,GDP,Tanzania,2 degree increase,2030,No CC,%,-1.4,,,,,,2,Attributable to climate change induced cholera,3.0
10.3390/ijerph8124386,GDP,Tanzania,Baseline scenario (C0),2030,No CC,%,-0.32,,,,,,"Highlights, More Notes",Lower bound of estimate,3.0
10.3390/ijerph8124386,GDP,Tanzania,Baseline scenario (C0),2030,No CC,%,-1.4,,,,,,"Highlights, More Notes",Upper bound of estimate,3.0
10.3390/ijerph8124386,Reactive adaptation costs,Tanzania,C1 (1 °C 2030),2030,No CC,USD million,5.5,,,,,10.5,4396,Optimistic scenario with 1 degree Celsius increase.,3.0
10.3390/ijerph8124386,Reactive adaptation costs,Tanzania,C1 (2 °C 2030),2030,No CC,USD million,11.7,,,,,24.0,4396,Pessimistic scenario with 2 degree Celsius increase.,3.0
10.3390/ijerph8124386,GDP,Tanzania,C1 (1°C 2030),2030,No CC,%,-0.32,,,,,,13,Lower bound estimate,3.0
10.3390/ijerph8124386,GDP,Tanzania,C1 (1°C 2030),2030,No CC,%,-0.61,,,,,,13,Upper bound estimate,3.0
10.3390/ijerph8124386,GDP,Tanzania,C1 (2°C 2030),2030,No CC,%,-0.68,,,,,,13,Lower bound estimate,3.0
10.3390/ijerph8124386,GDP,Tanzania,C1 (2°C 2030),2030,No CC,%,-1.4,,,,,,13,Upper bound estimate,3.0
10.3390/ijerph8124386,Productivity,Tanzania,C1 (1°C 2030),2030,No CC,USD,504970.0,,,,,,13,Lower bound estimate,3.0
10.3390/ijerph8124386,Productivity,Tanzania,C1 (1°C 2030),2030,No CC,USD,976276.0,,,,,,13,Upper bound estimate,3.0
10.3390/ijerph8124386,Productivity,Tanzania,C1 (2°C 2030),2030,No CC,USD,1085686.0,,,,,,13,Lower bound estimate,3.0
10.3390/ijerph8124386,Productivity,Tanzania,C1 (2°C 2030),2030,No CC,USD,2235671.0,,,,,,13,Upper bound estimate,3.0
10.3390/ijerph8124386,Reactive adaptation costs,Tanzania,C1 (1°C 2030),2030,No CC,USD,5430815.0,,,,,,13,Lower bound estimate,3.0
10.3390/ijerph8124386,Reactive adaptation costs,Tanzania,C1 (1°C 2030),2030,No CC,USD,10499575.0,,,,,,13,Upper bound estimate,3.0
10.3390/ijerph8124386,Reactive adaptation costs,Tanzania,C1 (2°C 2030),2030,No CC,USD,11676252.0,,,,,,13,Lower bound estimate,3.0
10.3390/ijerph8124386,Reactive adaptation costs,Tanzania,C1 (2°C 2030),2030,No CC,USD,24044027.0,,,,,,13,Upper bound estimate,3.0
10.3390/ijerph8124386,Loss of lives,Tanzania,C1 (1°C 2030),2030,No CC,USD,58133424.0,,,,,,13,Lower bound estimate,3.0
10.3390/ijerph8124386,Loss of lives,Tanzania,C1 (1°C 2030),2030,No CC,USD,112391286.0,,,,,,13,Upper bound estimate,3.0
10.3390/ijerph8124386,Loss of lives,Tanzania,C1 (2°C 2030),2030,No CC,USD,124986861.0,,,,,,13,Lower bound estimate,3.0
10.3390/ijerph8124386,Loss of lives,Tanzania,C1 (2°C 2030),2030,No CC,USD,257376045.0,,,,,,13,Upper bound estimate,3.0
10.3390/ijerph8124386,Total costs,Tanzania,C1 (1°C 2030),2030,No CC,USD,64069209.0,,,,,,13,Lower bound estimate,3.0
10.3390/ijerph8124386,Total costs,Tanzania,C1 (1°C 2030),2030,No CC,USD,123867137.0,,,,,,13,Upper bound estimate,3.0
10.3390/ijerph8124386,Total costs,Tanzania,C1 (2°C 2030),2030,No CC,USD,137748799.0,,,,,,13,Lower bound estimate,3.0
10.3390/ijerph8124386,Total costs,Tanzania,C1 (2°C 2030),2030,No CC,USD,283655743.0,,,,,,13,Upper bound estimate,3.0
10.3390/ijerph8124386,GDP impact,Tanzania,Climate change attributable,2030,No CC,% of GDP,0.03,,,,,0.12,Page 14,Reactive adaptation costs associated with cholera,3.0
10.3390/ijerph8124386,GDP,Tanzania,C0,2030,No CC,%,-0.03,,,,,,15,Cost of reactive adaptation only,3.0
10.3390/ijerph8124386,GDP,Tanzania,C0,2030,No CC,%,-0.12,,,,,,15,Cost of reactive adaptation only,3.0
10.3390/ijerph8124386,GDP,Tanzania,C0,2030,No CC,%,-0.32,,,,,,"Highlights, Reviewer notes",Includes productivity losses and value of lost lives,3.0
10.3390/ijerph8124386,GDP,Tanzania,C0,2030,No CC,%,-1.4,,,,,,"Highlights, Reviewer notes",Includes productivity losses and value of lost lives,3.0
10.3390/ijerph8124386,GDP,Tanzania,Baseline scenario (C0),2030,No CC,%,-0.32,,,,,,Highlights,Lower bound estimate,3.0
10.3390/ijerph8124386,GDP,Tanzania,Baseline scenario (C0),2030,No CC,%,-1.4,,,,,,Highlights,Upper bound estimate,3.0
10.3390/ijerph8124386,GDP Share,Tanzania,Climate change projections,2030,No CC,% of GDP,0.03,,,,,0.12,Concluding Remarks,Specifically treatment costs associated with increased temperatures of 1 to 2 degree Celsius by 2030. Cost of reactive adaptation.,3.0
10.3390/ijerph8124386,GDP Share,Tanzania,Climate change projections,2030,No CC,% of GDP,0.12,,,,,1.4,Concluding Remarks,"Implied; productivity losses and the value of lost lives attributable to climate change, total additional cost averages out (no exact high value specified), based on text from the abstract and highlights section, assuming 1.4% of GDP based on previously extracted data.",3.0
10.3390/ijerph8124386,GDP Share,Tanzania,Climate scenarios,2030,No CC,% of GDP,0.03,,,,,1.4,Page 4400,Costs may be as high as 1.4% of GDP by 2030.,3.0
10.1111/jmcb.12574,GDP growth,United States,No mitigation,2100,No CC,percentage points,-0.15,,,,,,,Page 1,3.0
10.1111/jmcb.12574,GDP growth,United States,No mitigation,2100,No CC,percentage points,-0.25,,,,,,,Page 1,3.0
10.1111/jmcb.12574,Economic growth,United States,GCMs,2100,No CC,%,-33.3,,,,,,,Page 1,3.0
10.1111/jmcb.12574,GDP growth rate,United States,Business as usual,2100,No CC,percentage points,-1.2,,,,,,,316,3.0
10.1111/jmcb.12574,GDP growth rate,United States,A2,2012,No CC,percentage points,-1.2,,,,,,,Highlights,3.0
10.1111/jmcb.12574,Productivity Growth,United States,Unspecified,2011,Unspecified,-,-0.152,0.087,,,,,,14,3.0
10.1111/jmcb.12574,Productivity Growth,United States,Unspecified,2011,Unspecified,-,0.132,0.048,,,,,,14,3.0
10.1111/jmcb.12574,GSP,United States,Business as usual,1997,No CC,%,-0.164,0.104,,,,,,Page 40,3.0
10.1111/jmcb.12574,GSP,United States,Business as usual,2012,No CC,%,-0.187,0.205,,,,,,Page 40,3.0
10.1111/jmcb.12574,Agriculture/Forestry/Fishing,United States,Business as usual,1997,No CC,%,-2.5,0.941,,,,,,Page 40,3.0
10.1111/jmcb.12574,Agriculture/Forestry/Fishing,United States,Business as usual,2012,No CC,%,-2.118,0.981,,,,,,Page 40,3.0
10.1111/jmcb.12574,GDP Growth,United States,Business as usual,2124,No CC,percent,-33.0,,,,,,,Highlights,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,No Mitigation,2100,No CC,%,-7.0,,,,,,,Persistent increase in average global temperature,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,Unmitigated,2100,No CC,%,-7.0,,,,,,,Persistent increase in average global temperature.,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,"0.04°C/yr, no mitig.",2100,No CC,%,7.0,,,,,,,Reduction in world real GDP per capita.,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,Paris Agreement,2100,No CC,%,-1.0,,,,,,,Limiting the temperature increase to 0.01°C per annum,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,Paris Agreement,2100,No CC,%,-1.0,,,,,,,Limiting temperature increase to 0.01 ◦C per annum.,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,Paris Agreement,2100,No CC,%,1.0,,,,,,,Reduction in world real GDP per capita.,3.0
10.1016/j.eneco.2021.105624,GDP,World,RCP 2.6,2100,No CC,%,-1.0,,,,,,,Abiding by Paris Agreement,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,No Mitigation + Variability,2100,No CC,%,-13.0,,,,,,,Country-specific variability of climate conditions were to rise commensurate with annual temperature increases of 0.04°C,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,Unmitigated Var,2100,No CC,%,-13.0,,,,,,,Country-specific variability of climate conditions rise commensurate with annual temperature increases of 0.04 ◦C.,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,"0.04°C/yr, high var.",2100,No CC,%,13.0,,,,,,,Country-specific variability of climate conditions rise commensurate with annual temperature increases of 0.04°C.,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita,World,RCP 8.5,2100,Baseline (1960-2014 trend),%,-7.22,,,,,,,Increase in average global temperature of 0.04°C per year.,3.0
10.1016/j.eneco.2021.105624,Per capita GDP,Global,RCP 8.5,2100,No CC,%,-7.22,,,,,,,Real per capita output loss under RCP 8.5 scenario.,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita loss,Global,RCP 8.5,2100,1960–2014 increase,%,7.22,,,,,,,General trend loss without precise quantiles.,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita,World,RCP 8.5,2100,No CC,percent,-7.0,,,,,,,Increase in average global temperatures of 0.04 ◦C,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita,World,RCP 8.5 + Variability,2100,No CC,percent,-13.0,,,,,,,Country-specific climate variability rises commensurate to temperature increases,3.0
10.1016/j.eneco.2021.105624,Percent Loss in GDP per Capita,Global,RCP 8.5,2100,No CC,percent,7.0,,,,,,,Impact of climate change with higher greenhouse gas emissions in absence of mitigation policies.,3.0
10.1016/j.eneco.2021.105624,GDP per capita loss,World,RCP 8.5,2100,No CC,%,7.22,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,Percent Loss in GDP per Capita,Global,RCP 8.5,2100,No CC,percent,13.0,,,,,,,Potential increase of GDP loss if country-specific climate variability increased along with temperature.,3.0
10.1016/j.eneco.2021.105624,GDP per capita,Global,RCP 8.5,2100,No CC,%,-13.11,,,,,,,Considering climate variability. This appears to be a global aggregate calculated from country-specific results detailed in Tables 6 and 7 as referenced from Figure 2 on page 4 of the paper.,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita,World,RCP 8.5,2100,Baseline (1960-2014 trend),%,-13.11,,,,,,,Considering country-specific climate variability increase commensurate to temperature increases.,3.0
10.1016/j.eneco.2021.105624,GDP per capita loss,World,RCP 8.5,2100,No CC,%,13.11,,,,,,,Climate variability considered,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita,Global,Paris Agreement (0.01°C/year),2100,Baseline (1960-2014 trend),%,-1.07,,,,,,,Limiting the increase to 0.01°C per annum.,3.0
10.1016/j.eneco.2021.105624,Per capita GDP,Global,RCP 2.6,2100,No CC,%,-1.07,,,,,,,Limited economic losses under RCP 2.6 scenario.,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita loss,Global,RCP 2.6,2100,1960–2014 increase,%,1.07,,,,,,,Mitigated scenario comparison to historical trend.,3.0
10.1016/j.eneco.2021.105624,Percent Loss in GDP per Capita,Global,RCP 2.6,2100,No CC,percent,1.0,,,,,,,Impact of climate change when adhering to Paris Agreement targets.,3.0
10.1016/j.eneco.2021.105624,Per capita GDP,Global,RCP 8.5,2030,No CC,%,-0.8,,,,,,,Real per capita output loss under RCP 8.5 scenario.,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita loss,Global,RCP 8.5,2030,1960–2014 increase,%,0.8,,,,,,,General trend loss without precise quantiles.,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita,Global,RCP 8.5,2030,Historical Trends,percent,-0.8,,,,,,,Persistent above-norm increase in average global temperature by 0.04 ◦C per year,3.0
10.1016/j.eneco.2021.105624,Per capita GDP,Global,RCP 2.6,2030,No CC,%,-0.11,,,,,,,Limited economic losses under RCP 2.6 scenario.,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita loss,Global,RCP 2.6,2030,1960–2014 increase,%,0.11,,,,,,,Mitigated scenario comparison to historical trend.,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita,Global,Paris Agreement Objective,2030,Historical Trends,percent,0.11,,,,,,,Limit economic losses of climate change,3.0
10.1016/j.eneco.2021.105624,Per capita GDP,Global,RCP 8.5,2050,No CC,%,-2.51,,,,,,,Real per capita output loss under RCP 8.5 scenario.,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita loss,Global,RCP 8.5,2050,1960–2014 increase,%,2.51,,,,,,,General trend loss without precise quantiles.,3.0
10.1016/j.eneco.2021.105624,Real GDP per capita,Global,RCP 8.5,2050,Historical Trends,percent,-2.51,,,,,,,Persistent above-norm increase in average global temperature by 0.04 ◦C per year,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 8.5,2030,No CC,%,0.4,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 8.5,2030,No CC,%,0.8,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 8.5,2030,No CC,%,1.25,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 8.5,2050,No CC,%,1.39,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 8.5,2050,No CC,%,2.51,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 8.5,2050,No CC,%,3.67,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 2.6,2030,No CC,%,-0.01,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 2.6,2030,No CC,%,-0.01,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 2.6,2030,No CC,%,-0.02,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 2.6,2050,No CC,%,0.06,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 2.6,2050,No CC,%,0.11,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 2.6,2050,No CC,%,0.16,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 2.6,2100,No CC,%,0.58,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 2.6,2100,No CC,%,1.07,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 2.6,2100,No CC,%,1.57,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 8.5,2100,No CC,%,4.44,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 8.5,2100,No CC,%,7.22,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,World,RCP 8.5,2100,No CC,%,9.96,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 2.6,2030,No CC,%,-0.22,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 2.6,2030,No CC,%,-0.45,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 2.6,2030,No CC,%,-0.71,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 8.5,2030,No CC,%,0.31,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 8.5,2030,No CC,%,0.58,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 8.5,2030,No CC,%,0.87,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 2.6,2050,No CC,%,-0.38,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 2.6,2050,No CC,%,-0.8,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 2.6,2050,No CC,%,-1.31,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 8.5,2050,No CC,%,0.9,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 8.5,2050,No CC,%,1.62,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 8.5,2050,No CC,%,2.3,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 2.6,2100,No CC,%,0.24,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 2.6,2100,No CC,%,0.45,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 2.6,2100,No CC,%,0.67,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 8.5,2100,No CC,%,2.67,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 8.5,2100,No CC,%,4.35,,,,,,,m=30,3.0
10.1016/j.eneco.2021.105624,GDP per capita,China,RCP 8.5,2100,No CC,%,5.93,,,,,,,m=40,3.0
10.1016/j.eneco.2021.105624,GDP per capita,European Union,RCP 2.6,2030,No CC,%,-0.04,,,,,,,m=20,3.0
10.1016/j.eneco.2021.105624,GDP per capita,European Union,RCP 2.6,2030,No CC,%,-0.08,,,,,,,m=30,3.0
